mail,Spam
Tu pedido de IKEA ya está disponible para recoger en la tienda física.,0
Recibe una tarjeta de combustible de 100€ por ser cliente de Bankinter.,1
Confirmación de tu reserva en el restaurante para el martes a las 12:30.,0
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Descarga la nueva actualización crítica de seguridad para tu PC en shrt.url/xyz,1
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con bit.ly/secure-auth,1
Hola; te mando la lista de la compra para que no se nos olvide nada.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de Unicaja.,1
Últimos días para aprovechar las rebajas de verano en relojes de lujo.,1
¿Quedamos en la puerta del metro a las 19:15 para ir al concierto?,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
¿Me confirmas si el restaurante tiene opciones vegetarianas para la cena?,0
Invierta en oro y plata de forma segura con nuestra plataforma en premios-ya.org/click,1
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Trabajo de medio tiempo para Amazon. Gana hasta 15.000 al día.,1
Obtenga su diploma universitario sin estudiar. Información por privado.,1
Gana una cena para dos en un restaurante estrella Michelin de tu ciudad.,1
Te envío la presentación para que le eches un vistazo antes de mañana.,0
¡Bingo! Tienes un bono de bienvenida de 1.200 para jugar en el casino online.,1
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
Tu cita para renovar el DNI es el jueves a las 10:45 en la comisaría.,0
Te adjunto el plano de la nueva oficina. Mi mesa es la del rincón.,0
Tu paquete de Decathlon está retenido. Paga las tasas de aduana aquí: verificar-cuenta.net,1
Recibe una tarjeta de combustible de 100€ por ser cliente de Santander.,1
Tu suscripción a HBO Max se ha renovado correctamente. Gracias por tu confianza.,0
¿Me podrías pasar el contacto de Laura? Necesito consultarle una duda técnica.,0
Te envío la presentación para que le eches un vistazo antes de mañana.,0
La conferencia de tecnología empieza a las 10:00 en el pabellón 4.,0
Te envío la presentación para que le eches un vistazo antes de mañana.,0
Invierta en la industria del cannabis legal y obtenga grandes rentabilidades.,1
Te han dejado un mensaje de voz importante. Escúchalo aquí: bit.ly/secure-auth,1
¿Problemas de rendimiento masculino? Tenemos la solución definitiva en bit.ly/secure-auth,1
Usted tiene una herencia sin reclamar de un pariente en España.,1
Recupera tu acceso a Instagram inmediatamente pulsando en este enlace seguro.,1
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Confirmación de vuelo: Tu check-in para el viaje a Colombia ya está abierto.,0
Tu cita para renovar el DNI es el lunes a las 9:45 en la comisaría.,0
Te envío el documento de Word con mis comentarios en control de cambios.,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en t.co/promo,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en bit.ly/secure-auth,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Participa en el sorteo de un crucero por el Mediterráneo para dos personas.,1
Te envié las fotos que me pediste aquí: premios-ya.org/click (Contenido solo para adultos),1
Te envío el código de acceso para entrar en el edificio esta tarde.,0
¿Me puedes pasar la receta de la tarta que hiciste el domingo? Estaba riquísima.,0
Su ID de Apple ha sido bloqueado por razones de seguridad. Desbloquee en bit.ly/secure-auth,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
Te envié las fotos que me pediste aquí: shrt.url/xyz (Contenido solo para adultos),1
Ahorra hasta un 70% en tu factura de la luz con estos nuevos paneles solares.,1
Hola Ana; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Has ganado un premio de 15.000 euros en la lotería de Argentina. Contacta a admin@verificar-datos.com.,1
¡Felicidades! Fuiste seleccionado para un sorteo de un iPhone 15 Pro Max.,1
Obtenga un cupón de 50€ para gastar en IKEA por su fidelidad.,1
Tu coche tiene una multa de tráfico pendiente de pago. Ver imagen: t.co/promo,1
¿A qué hora pasa el autobús para ir al centro comercial?,0
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en shrt.url/xyz,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #5004.,0
Descarga la nueva actualización crítica de seguridad para tu PC en premios-ya.org/click,1
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Atención: Su cuenta de correo será eliminada si no confirma sus datos en seguridad-banca.com,1
Hola Carlos; te adjunto la propuesta de colaboración que hablamos.,0
Trabaje como probador de productos electrónicos para grandes marcas.,1
Gracias por tu compra en El Corte Inglés. Tu pedido #10803 ya está de camino.,0
Gana 5.000 extra al mes vendiendo productos de belleza desde tu móvil.,1
Recordatorio de pago: Tu recibo de autónomos se cargará el próximo miércoles.,0
Recordatorio: Tienes una clase particular de música el martes a las 17:15.,0
Hola grupo; ¿alguien se ha dejado un paraguas azul en la oficina?,0
Atención cliente: Su clave de acceso caduca en 24 horas. Cámbiela en premios-ya.org/click,1
Reclama tus tokens gratuitos de Bitcoin conectando tu wallet en premios-ya.org/click,1
Hola María; ¿has visto el mensaje que han puesto en el grupo de WhatsApp?,0
Te adjunto la factura de la comida de empresa para que la pases a contabilidad.,0
Consigue el nuevo Samsung Galaxy S24 Ultra por solo 1 euro participando aquí.,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
¿Me confirmas tu dirección actual para enviarte la invitación por correo?,0
Hola equipo; el café de la cocina se ha terminado. ¿Alguien puede comprar?,0
Su préstamo ha sido aprobado. Reciba el dinero en menos de 10 minutos.,1
Adjunto el itinerario de nuestro viaje a Perú. ¡Qué ganas de ir!,0
Atención: Su cuenta de correo será eliminada si no confirma sus datos en t.co/promo,1
Usted tiene una herencia sin reclamar de un pariente en México.,1
Se ha detectado un inicio de sesión sospechoso en su cuenta de Santander.,1
Hola Juan; te envío los apuntes que me pediste de la clase de ayer.,0
¡Bomba! La noticia que Santander no quiere que sepas sobre cómo ahorrar.,1
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
He visto un piso que te podría gustar. Te paso el enlace por aquí.,0
¿Quieres perder peso rápido? Prueba nuestras pastillas milagrosas en premios-ya.org/click,1
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Tu cita para la revisión del gas es el próximo miércoles por la mañana.,0
Haz que tu web aparezca en el número 1 de Google con nuestros servicios.,1
Gracias por contactar con nuestro servicio de atención al cliente. Su ticket es #80515.,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
Su acceso a la banca online de BBVA ha sido deshabilitado. Entre en t.co/promo,1
Hola; te escribo desde el soporte técnico para resolver tu incidencia.,0
¿Has recibido el enlace para la encuesta de satisfacción del curso?,0
Hola Ana; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Oferta de préstamo personal sin intereses para nuevos clientes en t.co/promo,1
Aumenta tus seguidores en redes sociales de forma orgánica y rápida con seguridad-banca.com,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Tu pedido de AliExpress ha sido cancelado. Solicita el reembolso en shrt.url/xyz,1
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Su cuenta ha sido seleccionada para una auditoría de seguridad. Pulse aquí.,1
Hola; te escribo para agradecerte la ayuda con la mudanza del otro día.,0
¿Quieres que compremos algo para cenar o prefieres salir fuera?,0
Tu cuenta de Disney+ se renovará automáticamente al precio completo. Cancela.,1
Su préstamo de 500 ha sido pre-aprobado. Solicítelo ya en bit.ly/secure-auth,1
He encontrado las llaves que habías perdido. Las tengo yo en casa.,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Tu recibo del alquiler de este mes ya ha sido procesado por el banco.,0
Tu cuenta de usuario ha sido creada correctamente. Pulsa aquí para activar.,0
Última oportunidad para conseguir el curso de trading con un 80% de descuento.,1
Mejora tu historial crediticio con nuestro método legal y rápido.,1
Recibe 45.000 euros por abrir una cuenta en nuestro nuevo banco digital.,1
¿Me podrías ayudar a configurar el nuevo router este fin de semana?,0
Hola Pedro; te envío los apuntes que me pediste de la clase de ayer.,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Adjunto envío el reporte de ventas correspondiente al mes de febrero.,0
Tu pedido de Decathlon ha sido cancelado. Solicita el reembolso en bit.ly/secure-auth,1
Tu factura de Movistar+ de este mes ya está disponible para descargar.,0
Recordatorio: Mañana es el último día para entregar el informe trimestral.,0
Hola equipo; recordad que el lunes es festivo y la oficina estará cerrada.,0
Tu pedido de Decathlon ha sido cancelado. Solicita el reembolso en bit.ly/secure-auth,1
¿Podrías revisar el texto que te envié por correo antes de mandarlo al cliente?,0
¿Vienes a la cena de cumpleaños de Carmen este viernes? Confírmame por favor.,0
Hola Ana; te comparto las fotos del viaje. ¡Lo pasamos genial!,0
Invierta en propiedades inmobiliarias desde solo 100 euros con crowdfunding.,1
Hackers tienen tus videos privados. Paga en Bitcoin para evitar que se publiquen.,1
Tu pedido de comida a domicilio llegará en unos 15 minutos. ¡Que aproveche!,0
Hola; ¿me podrías decir qué deberes tienen los niños para mañana?,0
Hola Javier; te envío los apuntes que me pediste de la clase de ayer.,0
Tu pedido de IKEA ya está disponible para recoger en la tienda física.,0
Trabajo de medio tiempo para Amazon. Gana hasta 1.200 al día.,1
Te envío el documento de Word con mis comentarios en control de cambios.,0
Su préstamo de 2.500 ha sido pre-aprobado. Solicítelo ya en premios-ya.org/click,1
Te envío el código de acceso para entrar en el edificio esta tarde.,0
Tu cuenta de Netflix será suspendida. Por favor actualiza tus datos de pago.,1
Te envío la lista de reproducción para la fiesta del sábado. ¿Te gusta?,0
¡Alerta! Alguien ha intentado cambiar la contraseña de su cuenta de Movistar+.,1
Tu cita para renovar el DNI es el próximo lunes a las 13:15 en la comisaría.,0
Adjunto envío el reporte de ventas correspondiente al mes de diciembre.,0
Únete a nuestra red de inversores VIP y recibe señales de trading diarias.,1
Tu cita para renovar el DNI es el lunes a las 13:30 en la comisaría.,0
Hola Elena; te adjunto la propuesta de colaboración que hablamos.,0
Su cuenta de PayPal ha sido restringida. Verifique su identidad aquí: t.co/promo,1
Te envío la captura de pantalla con el error que me sale en la web.,0
¿Me podrías prestar el libro que me comentaste el otro día?,0
Hola; soy una joven que busca amistad. Escríbeme a mi Telegram: @user_hot,1
¿Me podrías prestar el libro que me comentaste el otro día?,0
Hola Carlos; ¿has podido revisar el presupuesto que te mandé?,0
¡Bingo! Tienes un bono de bienvenida de 100 para jugar en el casino online.,1
La presentación del proyecto Sigma ha sido pospuesta para la semana que viene.,0
Te envío el enlace de Zoom para la clase de yoga de mañana.,0
Confirmación de envío: Su paquete de AliExpress llegará mañana entre las 9 y las 14h.,0
Obtenga su diploma universitario sin estudiar. Información por privado.,1
Te adjunto mi CV actualizado por si te enteras de alguna vacante.,0
Hola; te escribo para confirmarte que ya he recibido el pago. Gracias.,0
Tu suscripción a Netflix ha fallado. Actualiza tu método de pago: premios-ya.org/click,1
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Tu seguro de coche está a punto de vencer. Compara y ahorra con nosotros.,1
Su acceso a la banca online de Unicaja ha sido deshabilitado. Entre en premios-ya.org/click,1
Gana una beca completa para estudiar en el extranjero. Pulsa aquí: bit.ly/secure-auth,1
Has ganado un premio de 15.000 euros en la lotería de Argentina. Contacta a admin@verificar-datos.com.,1
Adjunto el informe de gastos del viaje a Colombia para su revisión.,0
¿Qué tal todo? Hace mucho que no hablamos; a ver si quedamos pronto para comer.,0
Aviso de embargo: Tienes una deuda pendiente con CaixaBank. Paga ahora: shrt.url/xyz,1
Consiga el nuevo perfume de Dior totalmente gratis participando en t.co/promo,1
Tu paquete de Mercado Libre está retenido. Paga las tasas de aduana aquí: t.co/promo,1
Te envío la captura de pantalla con el error que me sale en la web.,0
Su préstamo de 2.500 ha sido pre-aprobado. Solicítelo ya en premios-ya.org/click,1
Descarga la nueva actualización crítica de seguridad para tu PC en premios-ya.org/click,1
Consiga la sonrisa perfecta con nuestros implantes dentales a mitad de precio.,1
Hola Javier; ¿sabes a qué hora abre la biblioteca hoy?,0
He reservado las entradas para el cine del domingo. Nos vemos allí.,0
Gracias por tu compra en El Corte Inglés. Tu pedido #63847 ya está de camino.,0
Hola equipo; les comparto el acta de la reunión de hoy. Saludos.,0
